"","importance","feature","iter","feat_group","cancer_type","agg_level","win_len","is_upper","raw_feature","upper"
"7830",3.06791898298379,"upper_GABPA",5,"tf","breast","99.",100000,1,"GABPA","Distant"
"7831",2.05677520459364,"upper_HNF4A",5,"tf","breast","99.",100000,1,"HNF4A","Distant"
"7832",0.391348025019137,"upper_HNF4G",5,"tf","breast","99.",100000,1,"HNF4G","Distant"
"7833",1.31248621331912,"upper_JUND",5,"tf","breast","99.",100000,1,"JUND","Distant"
"7834",3.07885358817784,"upper_MAX",5,"tf","breast","99.",100000,1,"MAX","Distant"
"7835",4.08902885559772,"upper_NR2F2",5,"tf","breast","99.",100000,1,"NR2F2","Distant"
"7836",2.26563168206536,"upper_REST",5,"tf","breast","99.",100000,1,"REST","Distant"
"7837",2.05660514309755,"upper_RXRA",5,"tf","breast","99.",100000,1,"RXRA","Distant"
"7838",3.99452534057394,"upper_SP1",5,"tf","breast","99.",100000,1,"SP1","Distant"
"7839",1.03626288983195,"upper_YY1",5,"tf","breast","99.",100000,1,"YY1","Distant"
"7840",0.315201023692648,"upper_ZBTB33",5,"tf","breast","99.",100000,1,"ZBTB33","Distant"
"7841",0.00258570136425919,"ATF3",6,"tf","breast","99.",100000,0,"ATF3","Current"
"7842",0.680979716562087,"CTCF",6,"tf","breast","99.",100000,0,"CTCF","Current"
"7843",0.242331393049192,"EGR1",6,"tf","breast","99.",100000,0,"EGR1","Current"
"7844",0.0168612034559603,"FOXA1",6,"tf","breast","99.",100000,0,"FOXA1","Current"
"7845",0.0103171705591892,"FOXA2",6,"tf","breast","99.",100000,0,"FOXA2","Current"
"7846",0.0651554626716054,"GABPA",6,"tf","breast","99.",100000,0,"GABPA","Current"
"7847",0.039838014725374,"HNF4A",6,"tf","breast","99.",100000,0,"HNF4A","Current"
"7848",0.0220633401344039,"HNF4G",6,"tf","breast","99.",100000,0,"HNF4G","Current"
"7849",0.00617448074020058,"JUND",6,"tf","breast","99.",100000,0,"JUND","Current"
"7850",0.23110622811119,"MAX",6,"tf","breast","99.",100000,0,"MAX","Current"
"7851",0.539193716366531,"NR2F2",6,"tf","breast","99.",100000,0,"NR2F2","Current"
"7852",0.00552942366724142,"REST",6,"tf","breast","99.",100000,0,"REST","Current"
"7853",0.107364205171726,"RXRA",6,"tf","breast","99.",100000,0,"RXRA","Current"
"7854",0.0840765867593111,"SP1",6,"tf","breast","99.",100000,0,"SP1","Current"
"7855",0,"YY1",6,"tf","breast","99.",100000,0,"YY1","Current"
"7856",0.00742089511994504,"ZBTB33",6,"tf","breast","99.",100000,0,"ZBTB33","Current"
"7857",0.231001494409338,"upper_ATF3",6,"tf","breast","99.",100000,1,"ATF3","Distant"
"7858",1.62644084914722,"upper_CTCF",6,"tf","breast","99.",100000,1,"CTCF","Distant"
"7859",2.79702958569663,"upper_EGR1",6,"tf","breast","99.",100000,1,"EGR1","Distant"
"7860",0.0600855970302696,"upper_FOXA1",6,"tf","breast","99.",100000,1,"FOXA1","Distant"
"7861",0.261945470941934,"upper_FOXA2",6,"tf","breast","99.",100000,1,"FOXA2","Distant"
